type,text,text_clean,target
spam,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam",ree entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tc apply 08452810073 detail 18spam,1
spam,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam",record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stopspam,1
ham,"Sorry, I'll call later,ham",sorry laterham,0
ham,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham",oh oh den muz change plan liao yan jiu againham,0
ham,"It's wylie, you in tampa or sarasota?,ham",wylie tampa sarasotaham,0
ham,"Ok... Take ur time n enjoy ur dinner...,ham",ok ur time n enjoy ur dinnerham,0
ham,"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham",darren dat u meet da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lorham,0
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ,spam",spook mob halloween collection logo   pic message plus free eerie tone txt card spook 8007 zed 08701417012150p logopic spam,1
ham,"I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,ham",like cheap iûm happy splash wine feel betterham,0
ham,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham",s fine difficulty phone work pls send friend requestham,0
ham,"Ugh my leg hurts. Musta overdid it on mon.,ham",ugh leg hurt musta overdo monham,0
spam,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam",germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access wwwtelediscountcoukspam,1
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins,spam",ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10minsspam,1
ham,"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham",wot student discount u booksham,0
ham,"Me fine..absolutly fine,ham",fineabsolutly fineham,0
ham,"How come she can get it? Should b quite diff to guess rite...,ham",come b diff guess riteham,0
spam,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam",mobile 11mths   update free orange late colour camera mobile   unlimited weekend mobile upd8 freefone 08000839402 2stoptxtspam,1
ham,"I will reach ur home in  &lt;#&gt;  minutes,ham",reach ur home   ltgt   minutesham,0
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !,ham",babe answer   maybe reboot ym   photo   great ham,0
ham,"Hi.what you think about match?,ham",hiwhat think matchham,0
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop,ham",know thinkin malaria relax child handle malaria bad gastroenteritis replace loss temp reduce malaria med vomit self limit illness mean day completely stopham,0
ham,"Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham",dai download exe file run exe installingham,0
ham,"It is only yesterday true true.,ham",yesterday true trueham,0
ham,"K.k.how is your business now?,ham",kkhow business nowham,0
ham,"3 pa but not selected.,ham",3 pa selectedham,0
spam,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam",natalja 25f invite friend reply yes440 no440 wwwsmsacunat27081980 stop send stop frnd 62468spam,1
ham,"I keep ten rs in my shelf:) buy two egg.,ham",r shelf buy eggham,0
ham,"I am late. I will be there at,ham",late atham,0
ham,"Well thats nice. Too bad i cant eat it,ham",s nice bad eat itham,0
ham,"I accidentally brought em home in the box,ham",accidentally bring em home boxham,0
ham,"Pls she needs to dat slowly or she will vomit more.,ham",pls need dat slowly vomit moreham,0
ham,"I have to take exam with in march 3,ham",exam march 3ham,0
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-),ham",jane babes goin 2 wrk feel ill lst nite fone cover 4 chuckham,0
ham,"5 nights...We nt staying at port step liao...Too ex,ham",5 nightswe stay port step liaotoo exham,0
ham,"If I die I want u to have all my stuffs.,ham",die want u stuffsham,0
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""",ham",oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv u da gossip l8r xxxham,0
ham,"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham",smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz love u smilingham,0
ham,"Prabha..i'm soryda..realy..frm heart i'm sory,ham",prabhai'm sorydarealyfrm heart soryham,0
ham,"I re-met alex nichols from middle school and it turns out he's dealing!,ham",remet alex nichols middle school turn dealingham,0
spam,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam",private 2003 account statement fone 800 unredeemed s m point 08715203656 identifi code 42049 expire 261004spam,1
ham,"It means u could not keep ur words.,ham",mean u ur wordsham,0
ham,"Nope, I'm still in the market,ham",nope marketham,0
ham,"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham",realise busy guy try bother exam outta way try car gr8 dayham,0
spam,"YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam",choose receive å350 award pls claim number 09066364311 collect award select receive value mobile customerspam,1
ham,"Hey what how about your project. Started aha da.,ham",hey project start aha daham,0
ham,"Ok cool. See ya then.,ham",ok cool ya thenham,0
ham,"Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham",uworld site buy qbank buy self assessment alsoham,0
ham,"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham",opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls replyham,0
spam,"Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam",someonone know try contact date service find mobile landline 09064015307 box334sk38ch spam,1
ham,"Yeah I can still give you a ride,ham",yeah rideham,0
ham,"Jay wants to work out first, how's 4 sound?,ham",jay want work 4 soundham,0
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt,ham",gud gudk chikku tke care sleep gud nytham,0
ham,"Its a part of checking IQ,ham",check iqham,0
ham,"Hmm thinking lor...,ham",hmm thinking lorham,0
ham,"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham",course   tease   know simply   grin   post prey   love smile devour kissham,0
ham,"thanks for the temales it was wonderful. Thank. Have a great week.,ham",thank temale wonderful thank great weekham,0
ham,"Thank you princess! I want to see your nice juicy booty...,ham",thank princess want nice juicy bootyham,0
ham,"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham",eat day sit stare juicy pizza eat med ruin lifeham,0
ham,"Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham",gud ni8 dearslp welltake careswt dreamsmuahham,0
ham,"U come n search tat vid..not finishd..,ham",u come n search tat vidnot finishdham,0
ham,"K I'm leaving soon, be there a little after 9,ham",k leave soon little 9ham,0
spam,"Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam",urgent 09061213237 landline å5000 cash 4 holiday await collection t cs sae po box 177 m227xy 16spam,1
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!,ham",yeah work fine start week stuff dull easy guy funham,0
ham,"You do your studies alone without anyones help. If you cant no need to study.,ham",study help need studyham,0
ham,"Please tell me not all of my car keys are in your purse,ham",tell car key purseham,0
ham,"I didnt get anything da,ham",daham,0
ham,"Ok... Sweet dreams...,ham",ok sweet dreamsham,0
ham,"Well she's in for a big surprise!,ham",big surpriseham,0
ham,"As usual..iam fine, happy &amp; doing well..:),ham",usualiam fine happy amp wellham,0
ham,"1 in cbe. 2 in chennai.,ham",1 cbe 2 chennaiham,0
ham,"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham",help u swoop pick u ur birds r meeting u wantham,0
ham,"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham",treadmill buy sure working find ad craigslist selling   ltgt ham,0
ham,"I absolutely LOVE South Park! I only recently started watching the office.,ham",absolutely love south park recently start watch officeham,0
ham,"Did you see that film:),ham",filmham,0
ham,"Pls speak with me. I wont ask anything other then you friendship.,ham",pls speak ask friendshipham,0
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"",ham",storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person bt girlfrnd g o o d n g h t    ham,0
ham,"Gud ni8.swt drms.take care,ham",gud ni8swt drmstake careham,0
ham,"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham",hi darlin kate u doin somethin tonight m pub swan parent drink phone u canham,0
ham,"Anything lar then Ì_ not going home 4 dinner?,ham",lar ì home 4 dinnerham,0
ham,"\ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\"""",ham",er enjoyin indians moyep sall good hehe   s bout u shexy pete xxham,0
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ,spam",prize customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl busy spam,1
ham,"Did u fix the teeth?if not do it asap.ok take care.,ham",u fix teethif asapok careham,0
ham,"So u wan 2 come for our dinner tonight a not?,ham",u wan 2 come dinner tonight notham,0
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!,ham",hellohow u doingwhat u 2when u b flat cos need arrange pick lamp etc care hello carolineham,0
ham,"Its too late:)but its k.wish you the same.,ham",latebut kwish sameham,0
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.,ham",hi hope ur day   good walk table book half let know ur come overham,0
ham,"Oh yeah clearly it's my fault,ham",oh yeah clearly faultham,0
ham,"Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham",dunno leh remember mayb lor wat time r meet tmrham,0
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...,ham",good msg hard person u know step foward u fall love amp step ruin ur friendship good night ham,0
spam,"URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam",urgent mobile number award å2000 prize guarantee 09061790126 land line claim 3030 valid 12hrs 150ppmspam,1
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."",ham",helloooo wake sweet morning welcome enjoy day joy gud mrngham,0
ham,"Vikky, come around  &lt;TIME&gt; ..,ham",vikky come   lttimegt ham,0
ham,"And how you will do that, princess? :),ham",princess ham,0
ham,"I have gone into get info bt dont know what to do,ham",info bt know doham,0
ham,"Yeah, probably here for a while,ham",yeah probably whileham,0
