type,text,target,text_clean,text_encoded
ham,"Wot about on wed nite I am 3 then but only til 9!,ham",0,wot d nite 3 til 9ham,"[344, 38, 549, 97, 309, 1]"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....,ham",0,rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try itham,"[831, 1, 1, 1, 2, 2, 9, 1, 4, 57, 1, 2, 13, 2, 1, 24, 793, 1, 1, 22, 76, 662, 1, 24, 268, 3, 1, 1, 2, 168, 1, 820, 189, 800, 2, 43, 119]"
ham,"Any way where are you and what doing.,ham",0,way doingham,"[68, 1]"
ham,"That sucks. I'll go over so u can do my hair. You'll do it free right?,ham",0,suck u hair free rightham,"[997, 2, 352, 12, 518]"
ham,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham",0,work time try add zero saving checking   ltgt ham,"[40, 18, 43, 501, 1, 1, 1, 11, 5]"
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.,ham",0,hmm dunno leh mayb bag 4 goigng dat small jus perfume smth dat keepham,"[710, 260, 377, 655, 963, 7, 1, 179, 644, 214, 1, 538, 179, 1]"
ham,"Sday only joined.so training we started today:),ham",0,sday joinedso training start todayham,"[1, 1, 1, 96, 223]"
ham,"Sorry * was at the grocers.,ham",0,sorry   grocersham,"[25, 1]"
ham,"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham",0,nice pub near frankie n bennys near warner cinemaham,"[134, 560, 713, 1, 29, 1, 713, 1, 1]"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins,spam",1,ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10minsspam,"[585, 26, 7, 1, 749, 1, 159, 408, 271, 299, 1, 1, 382, 273, 44, 1, 1, 1, 1, 1]"
ham,"Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham",0,yup want yoga book ham,"[177, 14, 1, 202, 5]"
ham,"Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham",0,oh shut omg yesterday dream 2 kid boy pissed kid boy tell mark dream change diaper cause getting owe faceham,"[58, 1, 962, 426, 459, 3, 611, 200, 1, 611, 200, 19, 890, 459, 225, 1, 374, 1, 1, 1]"
ham,"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham",0,yeah imagine gentle unlike doc treat patient like turkeysham,"[77, 1, 1, 1, 1, 475, 1, 13, 1]"
spam,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam",1,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txte tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptonespam,"[12, 203, 37, 866, 99, 92, 7, 4, 27, 37, 23, 99, 1, 685, 19, 4, 270, 867, 476, 1, 1, 240, 1]"
ham,"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham",0,start stop pray good idea help guy ill forward linkham,"[96, 30, 820, 8, 863, 141, 112, 94, 704, 1]"
ham,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham",0,hi darlin m helens fone m b prince 2 nite come tb love kateham,"[36, 548, 51, 1, 520, 51, 106, 1, 3, 549, 6, 1, 15, 1]"
ham,"I'm in office now da:)where are you?,ham",0,office dawhere youham,"[416, 1, 81]"
ham,"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham",0,aiyar u poor thing u support k jia think uham,"[1, 2, 793, 55, 2, 662, 103, 1, 20, 186]"
ham,"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham",0,oh unintentionally bad time great finger   train play min warningham,"[58, 1, 204, 18, 46, 949, 716, 146, 116, 1]"
spam,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam",1,garden ready summer free selection summer bulb seed worth å3350 scotsman saturday stop go2 notxtcoukspam,"[1, 237, 789, 12, 1, 789, 1, 1, 499, 1, 1, 540, 30, 1, 1]"
ham,"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham",0,kthen come wenever u lik come tel vikky come free timeham,"[1, 6, 1, 2, 1, 6, 588, 1, 6, 12, 392]"
ham,"Pls call me da. What happen.,ham",0,pls da happenham,"[59, 52, 1]"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):),ham",0,happy new year u ur familymay new year bring happiness   stability tranquility ur vibrant colourful lifeham,"[54, 31, 95, 2, 4, 1, 31, 95, 169, 656, 1, 1, 4, 1, 1, 1]"
ham,"No problem with the renewal. I.ll do it right away but i dont know his details.,ham",0,problem renewal ill right away know detailsham,"[249, 1, 94, 79, 316, 10, 1]"
ham,"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham",0,idk sit stop shop parking lot right bawl eye feel like failure want feel like fail youham,"[1, 188, 30, 222, 1, 149, 79, 1, 729, 56, 13, 1, 14, 56, 13, 1, 81]"
ham,"Haven't left yet so probably gonna be here til dinner,ham",0,leave probably til dinnerham,"[53, 231, 309, 843]"
ham,"Like  &lt;#&gt; , same question,ham",0,like   ltgt   questionham,"[13, 11, 1]"
ham,"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham",0,new year eve ok party boyfriend si heyham,"[31, 95, 495, 16, 571, 1, 1, 1]"
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.,ham",0,sir need velusamy sir date birth company bank facility detailsham,"[325, 22, 1, 325, 216, 1, 464, 461, 1, 1]"
ham,"K k:) sms chat with me.,ham",0,k k sms chat meham,"[103, 103, 1, 125, 80]"
ham,"I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham",0,come karnan car wait till 6 pm directly goto doctorham,"[6, 1, 196, 45, 319, 261, 412, 1, 912, 1]"
ham,"No but the bluray player can,ham",0,bluray player canham,"[1, 410, 983]"
ham,"Ok... Then r we meeting later?,ham",0,ok r meet laterham,"[16, 24, 50, 100]"
ham,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham",0,lol need cash nitro hurry come crash outham,"[117, 22, 89, 1, 857, 6, 1, 360]"
ham,"Just send a text. We'll skype later.,ham",0,send text skype laterham,"[9, 17, 1, 100]"
ham,"Ok leave no need to ask,ham",0,ok leave need askham,"[16, 53, 22, 1]"
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p,spam",1,congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150pspam,"[427, 3, 27, 97, 229, 1, 24, 1, 1, 379, 4, 270, 146, 1, 1, 1, 1, 340, 1, 1, 1, 1, 1, 845]"
ham,"ÌÏ still got lessons?  ÌÏ in sch?,ham",0,ìï lesson   ìï schham,"[129, 320, 129, 1]"
ham,"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham",0,y dun believe leh tot tell true thk muz c tog believeham,"[153, 123, 462, 377, 381, 19, 359, 139, 689, 78, 1, 1]"
ham,"Oh did you charge camera,ham",0,oh charge cameraham,"[58, 217, 1]"
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!,ham",0,iûve salt rub open wound likeham,"[1, 1, 1, 457, 1, 930]"
ham,"Now i'm going for lunch.,ham",0,lunchham,[1]
ham,"I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,ham",0,school n da lab stuff ì r doneham,"[290, 29, 52, 1, 174, 48, 24, 739]"
ham,"Oh k. . I will come tomorrow,ham",0,oh k   come tomorrowham,"[58, 103, 6, 280]"
ham,"Aight, text me tonight and we'll see what's up,ham",0,aight text tonight upham,"[236, 17, 207, 230]"
ham,"U 2.,ham",0,u 2ham,"[2, 1]"
ham,"Water logging in desert. Geoenvironmental implications.,ham",0,water log desert geoenvironmental implicationsham,"[952, 486, 1, 1, 1]"
ham,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham",0,rajipls favour pls convey birthday wish nimya pls today birthdayham,"[1, 1, 59, 874, 265, 102, 1, 59, 41, 1]"
ham,"Company is very good.environment is terrific and food is really nice:),ham",0,company goodenvironment terrific food niceham,"[464, 1, 1, 467, 1]"
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ,ham",0,strange     watch 2nd bed sweet dream miss u ham,"[1, 101, 254, 322, 218, 459, 35, 2, 5]"
spam,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam",1,sm auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021 nowspam,"[183, 503, 1, 31, 99, 1, 7, 503, 41, 503, 12, 3, 220, 23, 99, 1, 519]"
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ,ham",0,hi hope u r ok text u let gently ham,"[36, 39, 2, 24, 16, 17, 2, 69, 1, 5]"
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*,ham",0,babe fucking love   know fuck good hear voice need crave adore ahmad kissesham,"[85, 708, 15, 10, 215, 8, 163, 846, 22, 627, 1, 1, 1]"
ham,"K sure am in my relatives home. Sms me de. Pls:-),ham",0,k sure relative home sm de plsham,"[103, 98, 1, 32, 183, 365, 871]"
ham,"I sent them. Do you like?,ham",0,send likeham,"[9, 930]"
ham,"Fuuuuck I need to stop sleepin, sup,ham",0,fuuuuck need stop sleepin supham,"[1, 22, 30, 1, 1]"
ham,"I'm in town now so i'll jus take mrt down later.,ham",0,town jus mrt laterham,"[315, 214, 919, 100]"
ham,"I just cooked a rather nice salmon a la you,ham",0,cook nice salmon la youham,"[1, 134, 1, 1, 81]"
ham,"I uploaded mine to Facebook,ham",0,upload facebookham,"[1, 1]"
ham,"WHAT TIME U WRKIN?,ham",0,time u wrkinham,"[18, 2, 1]"
ham,"Okie,ham",0,okieham,[1]
spam,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam",1,ree entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tc apply 08452810073 detail 18spam,"[1, 281, 3, 329, 730, 175, 26, 650, 23, 1, 1, 281, 803, 23, 275, 273, 334, 1, 363, 785]"
spam,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam",1,record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stopspam,"[1, 1, 2, 243, 889, 1, 267, 1, 1, 42, 7, 12, 28, 42, 70, 3, 30, 23, 649]"
ham,"Sorry, I'll call later,ham",0,sorry laterham,"[25, 100]"
ham,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham",0,oh oh den muz change plan liao yan jiu againham,"[58, 58, 251, 689, 225, 164, 328, 1, 1, 473]"
ham,"It's wylie, you in tampa or sarasota?,ham",0,wylie tampa sarasotaham,"[1, 980, 1]"
ham,"Ok... Take ur time n enjoy ur dinner...,ham",0,ok ur time n enjoy ur dinnerham,"[16, 4, 18, 29, 181, 4, 843]"
ham,"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham",0,darren dat u meet da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lorham,"[717, 179, 2, 50, 52, 1, 251, 123, 50, 7, 285, 83, 105, 2, 53, 959, 56, 1, 251, 2, 50, 7, 176, 132]"
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ,spam",1,spook mob halloween collection logo   pic message plus free eerie tone txt card spook 8007 zed 08701417012150p logopic spam,"[1, 302, 1, 299, 1, 239, 71, 317, 12, 1, 92, 23, 468, 1, 403, 1, 1, 1, 197]"
ham,"I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,ham",0,like cheap iûm happy splash wine feel betterham,"[13, 558, 1, 54, 1, 632, 56, 1]"
ham,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham",0,s fine difficulty phone work pls send friend requestham,"[44, 170, 1, 33, 40, 59, 9, 57, 1]"
ham,"Ugh my leg hurts. Musta overdid it on mon.,ham",0,ugh leg hurt musta overdo monham,"[718, 1, 244, 1, 1, 1]"
spam,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam",1,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access wwwtelediscountcoukspam,"[1, 76, 1, 187, 551, 148, 934, 60, 1, 1, 1, 1, 1, 631, 934, 1]"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins,spam",1,ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10minsspam,"[585, 26, 7, 1, 749, 1, 159, 408, 271, 299, 1, 1, 382, 273, 44, 1, 1, 1, 1, 1]"
ham,"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham",0,wot student discount u booksham,"[344, 1, 705, 2, 1]"
ham,"Me fine..absolutly fine,ham",0,fineabsolutly fineham,"[1, 1]"
ham,"How come she can get it? Should b quite diff to guess rite...,ham",0,come b diff guess riteham,"[6, 106, 1, 178, 1]"
spam,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam",1,mobile 11mths   update free orange late colour camera mobile   unlimited weekend mobile upd8 freefone 08000839402 2stoptxtspam,"[27, 836, 318, 12, 250, 65, 348, 206, 27, 591, 287, 27, 1, 1, 523, 1]"
ham,"I will reach ur home in  &lt;#&gt;  minutes,ham",0,reach ur home   ltgt   minutesham,"[147, 4, 32, 11, 851]"
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !,ham",0,babe answer   maybe reboot ym   photo   great ham,"[85, 276, 243, 1, 1, 659, 46, 5]"
ham,"Hi.what you think about match?,ham",0,hiwhat think matchham,"[1, 20, 1]"
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop,ham",0,know thinkin malaria relax child handle malaria bad gastroenteritis replace loss temp reduce malaria med vomit self limit illness mean day completely stopham,"[10, 985, 1, 1, 738, 1, 1, 204, 1, 1, 1, 1, 1, 1, 1, 1, 855, 1, 1, 115, 21, 821, 1]"
ham,"Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham",0,dai download exe file run exe installingham,"[1, 428, 1, 922, 208, 1, 1]"
ham,"It is only yesterday true true.,ham",0,yesterday true trueham,"[426, 359, 1]"
ham,"K.k.how is your business now?,ham",0,kkhow business nowham,"[1, 1, 90]"
ham,"3 pa but not selected.,ham",0,3 pa selectedham,"[97, 375, 1]"
spam,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam",1,natalja 25f invite friend reply yes440 no440 wwwsmsacunat27081980 stop send stop frnd 62468spam,"[1, 1, 383, 57, 28, 1, 1, 1, 30, 9, 30, 268, 1]"
ham,"I keep ten rs in my shelf:) buy two egg.,ham",0,r shelf buy eggham,"[24, 1, 91, 1]"
ham,"I am late. I will be there at,ham",0,late atham,"[65, 637]"
ham,"Well thats nice. Too bad i cant eat it,ham",0,s nice bad eat itham,"[44, 134, 204, 136, 119]"
ham,"I accidentally brought em home in the box,ham",0,accidentally bring em home boxham,"[1, 169, 783, 32, 1]"
ham,"Pls she needs to dat slowly or she will vomit more.,ham",0,pls need dat slowly vomit moreham,"[59, 22, 179, 802, 1, 1]"
ham,"I have to take exam with in march 3,ham",0,exam march 3ham,"[586, 587, 1]"
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-),ham",0,jane babes goin 2 wrk feel ill lst nite fone cover 4 chuckham,"[1, 1, 402, 3, 1, 56, 94, 1, 549, 520, 1, 7, 1]"
ham,"5 nights...We nt staying at port step liao...Too ex,ham",0,5 nightswe stay port step liaotoo exham,"[168, 1, 213, 1, 1, 1, 1]"
ham,"If I die I want u to have all my stuffs.,ham",0,die want u stuffsham,"[465, 14, 2, 1]"
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""",ham",0,oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv u da gossip l8r xxxham,"[58, 215, 1, 322, 1, 1, 86, 379, 1, 95, 386, 1, 1, 2, 52, 1, 1, 356]"
ham,"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham",0,smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz love u smilingham,"[110, 1, 110, 321, 110, 899, 1, 13, 543, 110, 1, 244, 2, 110, 1, 15, 2, 1]"
